unitid,year,instatetuition,costs,faculty,white_cohortsize
141264,2000,1876,98,436,568
141264,2001,1932,102,411,1123
141264,2002,2010,89,438,1183
141264,2003,2212,100,423,1334
141264,2004,2322,101,420,1281
141264,2005,2438,105,435,1227
141264,2006,2548,112,438,1327
141264,2007,2744,123,441,1286
141264,2008,2898,133,469,1245
141264,2009,2978,148,472,1271
141264,2010,3283,157,499,1278
141334,1991,1653,38,246,901
141334,1992,2067,39,255,896
141334,1993,1766,45,272,904
141334,1994,1806,48,277,993
141334,1995,2274,53,283,1102
141334,1996,2364,60,289,1034
141334,1997,2088,65,286,924
141334,1998,2158,71,271,1168
141334,1999,1808,76,318,1151
141334,2000,1876,81,331,1220
141334,2001,2468,88,345,1177
141334,2002,2010,92,356,1190
141334,2003,2212,99,308,1249
141334,2004,2322,109,383,1198
141334,2005,2438,89,383,1124
141334,2006,2548,101,390,1096
141334,2007,2744,109,396,1121
141334,2008,2898,118,412,1284
141334,2009,3996,124,430,885
141334,2010,3696,135,448,747
141486,1991,6800,13,56,31
141486,1992,7600,13,56,37
141486,1993,9990,13,59,25
141486,1994,10600,15,58,37
141486,1995,10600,15,57,41
141486,1996,10600,17,45,45
141486,1997,10800,15,50,47
141486,1998,11180,15,50,51
141486,1999,11600,17,54,54
141486,2000,12040,18,56,59
141486,2001,12500,19,58,53
141486,2002,12950,21,57,48
141486,2003,13380,23,63,72
141486,2004,13850,25,67,64
141486,2005,14330,26,69,64
141486,2006,14820,29,74,53
141486,2007,15330,30,74,61
141486,2008,16000,32,61,29
141486,2009,16900,34,62,50
141486,2010,17600,35,71,43
141565,1991,1240,36,129,44
141565,1992,1280,30,142,51
141565,1993,1320,34,141,71
141565,1994,1360,34,147,61
141565,1995,1426,38,132,73
141565,1996,1826,35,132,62
141565,1997,2186,38,142,74
141565,1998,2258,37,150,86
141565,1999,2280,41,152,98
141565,2000,2280,41,157,117
141565,2001,2304,46,162,170
141565,2002,2328,50,161,144
141565,2003,2376,52,167,197
141565,2004,2424,55,169,146
141565,2005,2472,61,185,133
141565,2006,3000,70,194,123
141565,2007,3528,76,205,122
141565,2008,4056,90,216,125
141565,2009,4584,99,217,93
141565,2010,5112,100,226,71
141574,1991,1387,376,1080,182
141574,1992,1437,413,1104,147
141574,1993,1497,428,1099,196
141574,1994,1557,433,1057,156
141574,1995,1631,466,1039,164
141574,1996,2421,449,1090,168
141574,1997,2949,445,1088,169
141574,1998,3046,483,1054,149
141574,1999,3024,481,1044,217
141574,2000,3024,478,1016,294
141574,2001,3120,484,989,330
141574,2002,3216,599,1039,435
141574,2003,3312,606,1069,545
141574,2004,3408,639,1078,578
141574,2005,3504,669,1083,413
141574,2006,4320,728,1119,402
141574,2007,5136,774,1136,401
141574,2008,5952,838,1163,413
141574,2009,6768,908,1138,406
141574,2010,7584,826,1084,349
142276,1991,1230,76,421,972
142276,1992,1454,86,439,982
142276,1993,1602,93,460,1043
142276,1994,1500,102,454,1150
142276,1995,1570,106,481,1256
142276,1996,2125,119,484,1274
142276,1997,2424,122,496,1281
142276,1998,2590,130,509,1282
142276,1999,0,143,536,1205
142276,2000,0,146,564,1183
142276,2001,0,154,592,1313
142276,2002,0,157,555,615
142276,2003,0,158,547,692
142276,2004,0,171,599,820
142276,2005,0,188,644,762
142276,2006,2689,195,615,804
142276,2007,2882,200,617,803
142276,2008,3114,216,618,827
142276,2009,3318,214,581,976
142276,2010,3800,211,593,650
142285,1991,1236,151,527,1154
142285,1992,1296,165,520,1164
142285,1993,1426,173,546,1167
142285,1994,1548,185,556,1059
142285,1995,1620,195,555,1113
142285,1996,1768,198,637,1093
142285,1997,1942,204,638,1220
142285,1998,2136,209,611,1319
142285,1999,0,220,585,1295
142285,2000,0,235,595,1346
142285,2001,0,265,605,1455
142285,2002,0,287,560,1384
142285,2003,0,276,544,1370
142285,2004,0,277,516,1346
142285,2005,0,302,525,1416
142285,2006,0,308,550,1339
142285,2007,0,317,564,1356
142285,2008,0,334,591,1401
142285,2009,0,346,572,1417
142285,2010,0,349,538,1430
142461,1991,6966,12,67,220
142461,1992,8160,13,65,253
142461,1993,8766,15,71,269
142461,1994,10179,17,77,263
142461,1995,11145,17,85,37
142461,1996,11685,17,84,248
142461,1997,11823,16,81,263
142461,1998,12456,16,81,299
142461,1999,12510,18,83,275
142461,2000,12990,19,85,228
142461,2001,13700,22,88,236
142461,2002,14520,23,90,227
142461,2003,15330,25,89,206
142461,2004,15980,26,95,205
142461,2005,17280,27,98,208
142461,2006,18430,28,89,199
142461,2007,19700,29,98,166
142461,2008,20900,33,101,236
142461,2009,21930,35,102,204
142461,2010,22810,35,108,166
143084,1991,11175,33,141,455
143084,1992,12009,34,137,496
143084,1993,12942,35,137,446
143084,1994,13446,38,133,498
143084,1995,14064,40,131,549
143084,1996,14700,43,135,521
143084,1997,15300,38,145,507
143084,1998,16323,39,147,527
143084,1999,16866,43,139,517
143084,2000,17541,44,140,564
143084,2001,18330,45,142,511
143084,2002,19200,47,142,565
143084,2003,20397,50,145,558
143084,2004,21672,51,144,547
143084,2005,22971,54,149,614
143084,2006,24408,58,164,625
143084,2007,25935,61,173,576
143084,2008,30150,66,180,468
143084,2009,31326,75,174,512
143084,2010,32235,66,184,616
143288,1991,7750,6,35,91
143288,1992,7750,5,32,122
143288,1993,7820,5,25,132
143288,1994,8500,5,25,147
143288,1995,6500,5,27,142
143288,1996,6850,6,28,120
143288,1997,7425,52,29,135
143288,1998,7880,5,27,123
143288,1999,7950,4,31,130
143288,2000,8190,7,32,158
143288,2001,8600,9,33,120
143288,2002,9200,9,35,115
143288,2003,9890,9,35,140
143288,2004,14600,8,35,146
143288,2005,15040,10,34,164
143288,2006,15700,11,35,148
143288,2007,15770,11,33,148
143288,2008,13500,11,32,149
143288,2009,14176,11,36,128
143288,2010,14176,11,36,119
144005,1991,1784,47,293,6
144005,1992,1868,49,308,7
144005,1993,2198,54,351,8
144005,1994,2270,58,340,8
144005,1995,2336,62,339,12
144005,1996,2420,71,356,7
144005,1997,2496,75,362,5
144005,1998,2868,83,355,9
144005,1999,2290,86,329,8
144005,2000,2364,95,329,12
144005,2001,2484,99,329,9
144005,2002,2732,99,322,12
144005,2003,3168,94,309,13
144005,2004,4575,122,305,12
144005,2005,4890,101,306,8
144005,2006,5090,107,301,9
144005,2007,5440,117,310,9
144005,2008,5914,128,303,6
144005,2009,5976,131,310,12
144005,2010,6145,134,289,9
144281,1991,6296,46,157,384
144281,1992,6664,51,165,378
144281,1993,6928,54,171,409
144281,1994,7310,58,181,384
144281,1995,7670,64,191,489
144281,1996,8030,69,196,484
144281,1997,8498,59,187,552
144281,1998,9544,67,209,649
144281,1999,10690,74,246,572
144281,2000,11600,86,263,675
144281,2001,12524,97,281,811
144281,2002,13714,107,288,944
144281,2003,14880,123,293,860
144281,2004,14880,129,299,1030
144281,2005,15588,150,302,1148
144281,2006,16328,168,316,1229
144281,2007,17104,185,323,1344
144281,2008,17950,208,342,1376
144281,2009,18490,222,354,1173
144281,2010,19140,228,364,1278
144740,1991,9342,128,470,748
144740,1992,10014,142,494,671
144740,1993,10590,151,500,832
144740,1994,11184,157,493,807
144740,1995,11856,169,500,861
144740,1996,12780,192,515,752
144740,1997,13490,187,519,777
144740,1998,14100,201,532,903
144740,1999,14670,218,581,1037
144740,2000,15390,242,647,1232
144740,2001,16500,272,714,1242
144740,2002,17820,315,775,1271
144740,2003,20555,338,832,1381
144740,2004,21669,354,839,1425
144740,2005,22789,343,834,1566
144740,2006,22365,352,850,1652
144740,2007,23820,367,870,1580
144740,2008,25770,401,899,1574
144740,2009,26765,434,919,1412
144740,2010,28240,462,938,1337
144892,1991,2358,99,555,1342
144892,1992,2533,98,564,1309
144892,1993,2600,99,562,1457
144892,1994,2684,103,581,1434
144892,1995,2777,110,578,1349
144892,1996,2905,113,572,1451
144892,1997,3078,121,579,1373
144892,1998,3232,128,568,1418
144892,1999,2254,136,558,1277
144892,2000,2910,144,531,1294
144892,2001,2993,153,505,1216
144892,2002,3254,153,554,1714
144892,2003,3563,154,565,1682
144892,2004,3830,202,599,1524
144892,2005,4629,178,605,1286
144892,2006,5207,183,609,1399
144892,2007,5832,196,622,1259
144892,2008,6540,207,643,1333
144892,2009,7170,220,630,1181
144892,2010,6835,236,617,1039
144962,1991,8460,24,97,199
144962,1992,9050,25,99,175
144962,1993,9676,25,97,191
144962,1994,10252,26,91,161
144962,1995,10264,29,96,195
144962,1996,10976,32,99,181
144962,1997,11900,28,101,230
144962,1998,12870,31,106,211
144962,1999,13900,32,109,220
144962,2000,15000,36,110,237
144962,2001,16200,37,112,222
144962,2002,17500,38,113,243
144962,2003,18600,39,110,279
144962,2004,20090,40,108,300
144962,2005,21600,43,121,364
144962,2006,23100,49,124,380
144962,2007,24600,53,129,394
144962,2008,26000,57,141,453
144962,2009,27270,65,144,435
144962,2010,28600,66,145,436
144971,1991,9425,7,39,112
144971,1992,10325,9,37,110
144971,1993,11105,9,37,96
144971,1994,11780,9,35,81
144971,1995,12505,9,36,129
144971,1996,13216,9,37,118
144971,1997,13950,8,40,135
144971,1998,14790,9,44,105
144971,1999,15200,9,43,119
144971,2000,15850,9,45,102
144971,2001,16600,10,47,125
144971,2002,17430,10,42,106
144971,2003,18700,10,43,79
144971,2004,13000,10,44,97
144971,2005,13000,10,42,120
144971,2006,13760,11,43,120
144971,2007,14800,11,36,112
144971,2008,15675,12,44,125
144971,2009,16650,14,42,125
144971,2010,17275,14,43,148
145600,1991,3077,698,1126,960
145600,1992,3371,732,1144,995
145600,1993,3439,817,1135,1022
145600,1994,3698,850,1154,925
145600,1995,3974,931,1152,1024
145600,1996,4188,955,1163,1176
145600,1997,4358,983,1087,1107
145600,1998,4498,1011,1088,1143
145600,1999,3138,1064,1043,1039
145600,2000,3232,1153,1169,1069
145600,2001,3830,1232,1295,1084
145600,2002,4664,1430,1271,1179
145600,2003,4898,1530,1237,1095
145600,2004,5682,1818,1236,983
145600,2005,6194,1682,1182,1009
145600,2006,6780,1744,1202,1153
145600,2007,7424,1827,1212,1335
145600,2008,8130,1981,1239,1178
145600,2009,8342,2072,1199,1209
145600,2010,9133,2111,1185,1191
145619,1991,8980,19,88,165
145619,1992,9300,22,88,159
145619,1993,9950,24,91,205
145619,1994,10500,27,86,182
145619,1995,11030,28,85,160
145619,1996,11790,29,87,141
145619,1997,11990,23,85,191
145619,1998,12600,27,84,173
145619,1999,13700,31,84,145
145619,2000,14500,29,90,103
145619,2001,15200,32,96,125
145619,2002,16250,34,96,161
145619,2003,16960,35,96,137
145619,2004,17800,37,91,125
145619,2005,18700,40,88,98
145619,2006,19800,43,89,167
145619,2007,20800,47,93,159
145619,2008,21600,51,101,142
145619,2009,21600,58,104,169
145619,2010,22500,63,108,190
145637,1991,3184,768,1937,4125
145637,1992,3458,771,1905,3918
145637,1993,3506,805,1868,4068
145637,1994,3750,828,1837,4085
145637,1995,3958,863,1831,4379
145637,1996,4153,872,1855,4184
145637,1997,4340,919,1765,4051
145637,1998,4554,967,1730,4500
145637,1999,3546,1011,1759,4521
145637,2000,3724,1063,2019,4241
145637,2001,4410,1121,2280,4149
145637,2002,5302,1342,2259,4322
145637,2003,5568,1470,2229,4543
145637,2004,6460,1809,2205,4897
145637,2005,7042,1654,2124,5099
145637,2006,7708,1719,2184,4656
145637,2007,8440,1775,2193,4412
145637,2008,9242,1894,2203,4416
145637,2009,9484,1966,2204,4310
145637,2010,11003,2047,2112,3940
145691,1991,6600,13,47,232
145691,1992,7050,13,48,255
145691,1993,7550,13,51,253
145691,1994,8050,21,51,302
145691,1995,8600,16,52,216
145691,1996,9150,18,53,191
145691,1997,9500,15,54,230
145691,1998,9850,13,55,224
145691,1999,10200,13,55,224
145691,2000,10735,14,55,216
145691,2001,11272,15,56,190
145691,2002,11850,17,57,287
145691,2003,13300,19,61,285
145691,2004,14600,22,74,237
145691,2005,15500,21,71,232
145691,2006,16610,23,74,260
145691,2007,17600,23,72,228
145691,2008,18500,24,75,136
145691,2009,20900,27,75,191
145691,2010,22350,25,75,169
145813,1991,2430,176,738,2588
145813,1992,2871,175,715,2457
145813,1993,3253,185,720,1915
145813,1994,3415,189,714,1982
145813,1995,3544,185,772,2460
145813,1996,3720,215,773,2416
145813,1997,3969,227,784,2723
145813,1998,4085,246,807,2281
145813,1999,3127,266,839,2690
145813,2000,3219,272,852,2891
145813,2001,3332,294,865,2943
145813,2002,3640,310,799,2763
145813,2003,3640,307,833,2639
145813,2004,4800,370,821,2290
145813,2005,5400,316,820,2541
145813,2006,6150,332,833,2681
145813,2007,6999,350,815,2650
145813,2008,7680,375,834,2838
145813,2009,8280,399,864,2413
145813,2010,8051,442,852,2591
146481,1991,13895,22,85,201
146481,1992,15085,23,82,183
146481,1993,16175,24,81,224
146481,1994,17110,27,79,180
146481,1995,18116,27,76,218
146481,1996,19000,29,76,254
146481,1997,19560,24,81,264
146481,1998,20080,25,83,246
146481,1999,20240,27,76,270
146481,2000,20900,29,80,282
146481,2001,21896,31,84,256
146481,2002,22976,32,84,270
146481,2003,24096,34,84,260
146481,2004,25518,35,86,322
146481,2005,27000,38,92,276
146481,2006,28700,39,89,303
146481,2007,30600,42,90,273
146481,2008,32130,43,91,261
146481,2009,33576,43,92,248
146481,2010,34885,44,96,232
146612,1991,8502,26,122,302
146612,1992,9536,29,132,278
146612,1993,10112,32,136,252
146612,1994,10560,38,142,199
146612,1995,11008,39,121,219
146612,1996,11552,41,127,219
146612,1997,12416,46,143,252
146612,1998,13024,37,148,254
146612,1999,13664,54,143,290
146612,2000,14208,59,142,293
146612,2001,14976,63,141,272
146612,2002,15250,66,142,272
146612,2003,15950,68,144,321
146612,2004,16906,71,150,369
146612,2005,17990,77,163,404
146612,2006,19200,87,169,405
146612,2007,20450,95,179,435
146612,2008,21990,76,183,435
146612,2009,22990,80,189,433
146612,2010,23780,98,201,387
146719,1991,9270,561,601,579
146719,1992,9840,635,606,707
146719,1993,10470,662,563,562
146719,1994,11500,620,535,691
146719,1995,13000,641,536,793
146719,1996,14400,387,532,677
146719,1997,15654,361,530,739
146719,1998,16600,297,535,819
146719,1999,17750,326,522,638
146719,2000,18266,315,494,566
146719,2001,18814,317,466,875
146719,2002,19472,316,442,1005
146719,2003,20544,309,524,1172
146719,2004,21780,310,502,1101
146719,2005,23500,327,523,1316
146719,2006,24580,354,550,1381
146719,2007,27200,375,582,1349
146719,2008,28700,410,597,1541
146719,2009,29850,421,629,1410
146719,2010,31040,402,658,1400
146825,1991,8150,12,66,160
146825,1992,8620,13,69,155
146825,1993,9160,14,69,130
146825,1994,9620,14,73,157
146825,1995,10190,15,66,156
146825,1996,10940,14,64,134
146825,1997,11400,13,66,109
146825,1998,11820,14,72,142
146825,1999,12300,13,56,138
146825,2000,13140,13,53,158
146825,2001,14000,15,51,107
146825,2002,14500,13,45,103
146825,2003,14500,12,40,113
146825,2004,14500,13,39,115
146825,2005,15000,13,41,110
146825,2006,15500,13,38,114
146825,2007,16400,11,35,89
146825,2008,17000,10,31,59
146825,2009,17940,10,33,61
146825,2010,18838,8,33,52
147013,1991,6746,11,41,114
147013,1992,7066,12,46,118
147013,1993,7450,13,47,99
147013,1994,7815,13,47,125
147013,1995,8640,13,48,175
147013,1996,9600,15,51,282
147013,1997,10400,14,57,220
147013,1998,11200,15,57,213
147013,1999,12000,17,60,211
147013,2000,12300,19,61,239
147013,2001,13350,21,63,244
147013,2002,14200,22,65,229
147013,2003,15200,21,71,224
147013,2004,16400,23,70,269
147013,2005,17500,25,76,209
147013,2006,18300,26,82,265
147013,2007,19500,29,87,238
147013,2008,20570,30,94,228
147013,2009,21370,31,91,231
147013,2010,22330,31,97,239
147244,1991,9990,29,116,390
147244,1992,10590,30,118,479
147244,1993,11240,34,124,415
147244,1994,11910,33,119,398
147244,1995,12596,35,128,409
147244,1996,13290,38,130,422
147244,1997,14138,28,222,473
147244,1998,14758,31,136,495
147244,1999,15348,35,137,521
147244,2000,16192,38,148,487
147244,2001,17084,41,159,547
147244,2002,18109,48,159,551
147244,2003,18834,41,143,491
147244,2004,19900,40,138,429
147244,2005,20696,41,142,470
147244,2006,21524,42,145,386
147244,2007,23250,46,155,384
147244,2008,24600,48,158,388
147244,2009,25750,50,154,421
147244,2010,26780,48,151,372
147341,1991,12450,14,53,222
147341,1992,12800,15,53,112
147341,1993,12900,14,44,185
147341,1994,13100,15,47,280
147341,1995,13460,18,49,284
147341,1996,13965,20,52,254
147341,1997,14420,12,51,234
147341,1998,15120,13,49,271
147341,1999,15720,14,57,233
147341,2000,16370,15,57,214
147341,2001,17000,17,58,236
147341,2002,17760,19,61,261
147341,2003,18600,19,66,324
147341,2004,19350,21,69,349
147341,2005,20200,23,73,325
147341,2006,21100,25,79,310
147341,2007,22000,27,74,344
147341,2008,24000,27,81,319
147341,2009,24950,28,80,296
147341,2010,26900,29,78,249
147703,1991,2641,206,1003,2368
147703,1992,3084,210,963,1954
147703,1993,3339,219,944,1633
147703,1994,3554,228,942,1754
147703,1995,3746,238,941,1620
147703,1996,3948,261,929,1605
147703,1997,4122,269,891,1855
147703,1998,4210,281,856,1839
147703,1999,3060,296,847,1918
147703,2000,3150,319,867,1748
147703,2001,3293,348,887,1810
147703,2002,3581,372,908,1993
147703,2003,3956,369,898,2097
147703,2004,4612,457,874,2014
147703,2005,5061,405,891,2095
147703,2006,5550,420,904,2140
147703,2007,6150,433,908,1637
147703,2008,6720,463,926,1633
147703,2009,7260,484,921,1711
147703,2010,7020,502,896,1396
147767,1991,14370,589,875,1405
147767,1992,15075,663,886,1364
147767,1993,15804,694,872,1356
147767,1994,16404,788,891,1202
147767,1995,17184,786,878,1235
147767,1996,18108,848,892,1305
147767,1997,19152,660,879,1206
147767,1998,22392,672,916,1223
147767,1999,23476,758,896,1202
147767,2000,24648,819,901,1148
147767,2001,25839,871,907,1143
147767,2002,27108,921,915,1199
147767,2003,28404,958,900,1206
147767,2004,29940,1063,933,1178
147767,2005,31644,1169,1170,1172
147767,2006,33408,1245,1223,1221
147767,2007,35064,1356,1266,1112
147767,2008,36756,1563,1294,1167
147767,2009,38463,1588,1310,1186
147767,2010,39840,1671,1352,1190
147776,1991,2092,57,345,314
147776,1992,1834,59,340,292
147776,1993,2062,60,331,227
147776,1994,2138,63,324,258
147776,1995,2244,66,319,316
147776,1996,2352,74,322,271
147776,1997,2469,77,327,364
147776,1998,2507,76,329,324
147776,1999,2262,83,312,304
147776,2000,2340,91,332,323
147776,2001,2424,99,352,337
147776,2002,2508,104,370,331
147776,2003,2640,105,398,361
147776,2004,2976,136,415,337
147776,2005,3840,120,415,320
147776,2006,4200,123,411,300
147776,2007,4680,134,411,298
147776,2008,5280,136,421,269
147776,2009,5880,137,404,273
147776,2010,5520,150,416,274
147828,1991,6476,17,74,338
147828,1992,7050,19,80,350
147828,1993,7836,21,96,386
147828,1994,8736,23,98,351
147828,1995,9440,25,82,371
147828,1996,10166,27,81,374
147828,1997,10840,25,85,385
147828,1998,11728,25,84,382
147828,1999,11528,27,83,365
147828,2000,11928,29,82,421
147828,2001,12644,32,81,480
147828,2002,13400,36,86,490
147828,2003,14160,39,92,506
147828,2004,14900,42,96,613
147828,2005,15650,47,106,560
147828,2006,16750,51,107,654
147828,2007,18750,56,119,609
147828,2008,20750,58,118,505
147828,2009,22750,62,122,677
147828,2010,24750,66,122,628
148131,1991,8604,14,61,278
148131,1992,9160,15,58,285
148131,1993,9532,15,55,262
148131,1994,10310,16,60,256
148131,1995,10910,16,54,230
148131,1996,11510,17,51,243
148131,1997,12410,13,52,199
148131,1998,13370,14,58,204
148131,1999,13450,14,60,223
148131,2000,14300,16,60,201
148131,2001,15010,16,61,190
148131,2002,15910,17,58,197
148131,2003,16400,16,48,179
148131,2004,17140,16,45,167
148131,2005,17800,17,52,150
148131,2006,18450,18,53,131
148131,2007,18950,18,48,170
148131,2008,20100,20,49,176
148131,2009,21300,21,53,180
148131,2010,22240,23,58,152
148496,1991,9226,15,71,113
148496,1992,9940,16,74,109
148496,1993,10500,16,72,104
148496,1994,10950,17,65,103
148496,1995,11550,19,69,98
148496,1996,12230,19,71,108
148496,1997,13050,16,73,154
148496,1998,13700,19,76,150
148496,1999,14160,21,79,135
148496,2000,14720,22,84,114
148496,2001,15600,25,90,159
148496,2002,16620,28,97,137
148496,2003,17850,32,96,175
148496,2004,18900,34,100,177
148496,2005,19950,37,109,161
148496,2006,21150,40,112,205
148496,2007,22350,42,122,199
148496,2008,23700,45,125,234
148496,2009,24600,49,140,231
148496,2010,25560,52,156,207
148584,1991,7982,15,50,144
148584,1992,8600,16,51,133
148584,1993,9100,17,50,140
148584,1994,9900,18,52,127
148584,1995,10790,19,53,149
148584,1996,11490,23,53,102
148584,1997,11950,25,69,91
148584,1998,12480,28,70,118
148584,1999,12800,30,69,145
148584,2000,13990,24,72,148
148584,2001,14680,28,76,153
148584,2002,15710,28,75,101
148584,2003,16480,31,79,144
148584,2004,17310,40,81,120
148584,2005,18170,34,84,137
148584,2006,19150,34,87,128
148584,2007,20440,35,84,149
148584,2008,21450,37,93,160
148584,2009,22288,39,96,170
148584,2010,24292,39,95,144
148627,1991,8840,25,133,118
148627,1992,9650,28,145,129
148627,1993,10340,29,153,196
148627,1994,10970,33,152,149
148627,1995,11600,35,137,153
148627,1996,12080,36,141,133
148627,1997,12560,29,140,164
148627,1998,13160,31,142,167
148627,1999,13650,34,139,222
148627,2000,14400,36,142,226
148627,2001,15000,40,145,224
148627,2002,15750,45,151,240
148627,2003,16500,51,160,241
148627,2004,17150,58,168,250
148627,2005,18350,63,168,251
148627,2006,19640,66,190,310
148627,2007,21016,72,186,265
148627,2008,22486,75,176,291
148627,2009,23610,76,180,241
148627,2010,24790,78,179,239
149222,1991,2382,298,1062,1724
149222,1992,2556,297,991,2019
149222,1993,3052,307,977,1673
149222,1994,3182,322,956,1732
149222,1995,3338,334,973,1698
149222,1996,3522,341,963,1679
149222,1997,3716,349,941,1682
149222,1998,3821,347,918,1851
149222,1999,2865,352,948,1628
149222,2000,2408,364,1159,1545
149222,2001,2482,386,1371,1571
149222,2002,2928,479,1279,1650
149222,2003,4245,475,1290,1757
149222,2004,4920,602,973,1762
149222,2005,5310,528,954,1553
149222,2006,5808,555,972,1527
149222,2007,6348,568,926,1489
149222,2008,6975,614,941,1560
149222,2009,7290,652,952,1460
149222,2010,6975,702,914,1217
149231,1991,1965,96,459,707
149231,1992,2158,98,426,729
149231,1993,2199,103,421,711
149231,1994,2299,108,436,779
149231,1995,2329,116,461,842
149231,1996,2469,121,466,940
149231,1997,2586,133,482,1004
149231,1998,2664,127,481,1125
149231,1999,2143,134,491,1081
149231,2000,2388,146,488,1221
149231,2001,2574,161,486,1313
149231,2002,2970,192,494,1394
149231,2003,3360,188,518,1427
149231,2004,4020,246,528,1470
149231,2005,4350,214,556,1478
149231,2006,4758,222,578,1535
149231,2007,5228,232,592,1426
149231,2008,5850,254,610,1492
149231,2009,6201,266,622,1437
149231,2010,5668,286,627,1460
149772,1991,2241,121,604,1355
149772,1992,2454,123,604,1264
149772,1993,2548,122,606,1228
149772,1994,2607,124,611,1193
149772,1995,2702,127,616,1316
149772,1996,2810,139,621,1275
149772,1997,3036,143,598,1388
149772,1998,3185,155,605,1502
149772,1999,2730,165,599,1434
149772,2000,2812,177,613,1488
149772,2001,2982,194,627,1457
149772,2002,3465,196,606,1637
149772,2003,3915,191,619,1607
149772,2004,4537,240,610,1694
149772,2005,4968,208,632,1449
149772,2006,5439,215,642,1556
149772,2007,5895,227,646,1506
149772,2008,6456,239,668,1353
149772,2009,6779,248,662,1193
149772,2010,6588,260,648,1172
149781,1991,9548,45,147,504
149781,1992,10280,48,154,489
149781,1993,10640,51,156,480
149781,1994,11480,52,160,490
149781,1995,12300,57,166,480
149781,1996,13100,62,171,489
149781,1997,13780,60,170,485
149781,1998,14360,58,170,519
149781,1999,14930,61,166,518
149781,2000,15540,64,211,491
149781,2001,16390,68,256,494
149781,2002,17320,74,185,489
149781,2003,18500,75,183,503
149781,2004,20000,77,188,503
149781,2005,21100,84,193,496
149781,2006,22450,90,196,481
149781,2007,23730,94,196,486
149781,2008,25500,101,202,475
149781,2009,26520,106,202,510
149781,2010,27580,105,199,502
150066,1991,8060,24,103,432
150066,1992,8780,26,123,470
150066,1993,9520,29,136,394
150066,1994,10300,32,137,458
150066,1995,11240,35,136,470
150066,1996,11840,35,137,376
150066,1997,12700,23,136,418
150066,1998,13360,27,135,500
150066,1999,13740,28,135,455
150066,2000,14680,29,138,497
150066,2001,15380,30,141,402
150066,2002,16140,33,139,522
150066,2003,17050,38,139,511
150066,2004,17990,40,137,515
150066,2005,18900,44,141,500
150066,2006,19990,46,148,397
150066,2007,20976,48,145,414
150066,2008,21920,48,140,470
150066,2009,22910,50,146,478
150066,2010,23940,50,138,377
150136,1991,2280,216,943,3132
150136,1992,2464,230,939,2983
150136,1993,2656,233,965,3496
150136,1994,2864,241,930,3306
150136,1995,3048,246,906,3463
150136,1996,3188,258,893,3377
150136,1997,3316,268,870,3537
150136,1998,3454,277,863,3126
150136,1999,3576,280,841,3171
150136,2000,3720,288,862,3242
150136,2001,3924,305,883,3338
150136,2002,4320,288,858,3571
150136,2003,4532,303,896,3627
150136,2004,5264,314,903,3274
150136,2005,6030,328,910,3165
150136,2006,6360,342,915,3418
150136,2007,6736,356,917,3204
150136,2008,7000,385,925,3447
150136,2009,7228,396,940,3494
150136,2010,7508,405,950,3259
150145,1991,7500,6,33,111
150145,1992,7950,7,33,132
150145,1993,8700,8,36,158
150145,1994,9300,9,42,172
150145,1995,9750,10,48,166
150145,1996,10350,12,51,184
150145,1997,11100,12,58,201
150145,1998,11500,14,63,257
150145,1999,11950,15,68,250
150145,2000,12550,16,68,277
150145,2001,13300,17,69,231
150145,2002,13990,18,76,231
150145,2003,14390,20,83,265
150145,2004,15200,22,88,278
150145,2005,15950,24,84,283
150145,2006,17450,26,88,259
150145,2007,18600,27,84,204
150145,2008,19996,31,91,199
150145,2009,20978,30,91,263
150145,2010,21990,30,88,225
150163,1991,10500,47,217,550
150163,1992,11340,52,216,613
150163,1993,12280,58,220,646
150163,1994,13130,61,222,624
150163,1995,13990,62,231,757
150163,1996,14900,72,230,626
150163,1997,15570,67,227,541
150163,1998,16280,71,239,821
150163,1999,17180,82,245,700
150163,2000,18040,80,260,736
150163,2001,18940,81,275,822
150163,2002,19990,81,257,836
150163,2003,20990,83,289,803
150163,2004,22250,87,272,799
150163,2005,23530,90,285,752
150163,2006,24710,95,291,811
150163,2007,26070,103,305,864
150163,2008,27500,112,307,788
150163,2009,28460,118,325,804
150163,2010,29740,123,332,863
150400,1991,12288,44,155,404
150400,1992,13000,44,149,471
150400,1993,13700,49,146,440
150400,1994,14500,44,138,544
150400,1995,15475,47,146,479
150400,1996,16180,53,148,538
150400,1997,17050,62,153,591
150400,1998,17650,67,149,510
150400,1999,19420,73,167,491
150400,2000,20200,80,174,537
150400,2001,21100,90,182,543
150400,2002,22400,94,185,590
150400,2003,24000,106,209,480
150400,2004,25000,108,213,572
150400,2005,26100,112,226,505
150400,2006,27400,120,221,476
150400,2007,29300,122,216,524
150400,2008,31400,93,227,437
150400,2009,32800,94,220,515
150400,2010,34440,91,215,400
150534,1991,9910,35,154,614
150534,1992,10700,40,165,677
150534,1993,11130,45,170,651
150534,1994,11800,51,171,710
150534,1995,12600,54,176,710
150534,1996,13220,60,183,588
150534,1997,13600,43,182,616
150534,1998,14400,45,176,545
150534,1999,15200,46,177,474
150534,2000,16100,47,175,422
150534,2001,17050,48,173,324
150534,2002,17900,47,168,385
150534,2003,18900,49,168,456
150534,2004,19995,51,167,508
150534,2005,21120,54,174,535
150534,2006,22370,58,179,527
