unitid,year,instatetuition,costs,faculty,white_cohortsize
100654,1991,1298,53,223,11
100654,1992,1600,52,267,5
100654,1993,1600,50,262,7
100654,1994,1887,61,273,9
100654,1995,2022,68,298,18
100654,1996,2312,66,311,17
100654,1997,2420,72,306,22
100654,1998,2332,78,237,25
100654,1999,1932,75,243,26
100654,2000,2400,79,273,26
100654,2001,2400,96,304,18
100654,2002,2520,90,284,18
100654,2003,2832,107,294,17
100654,2004,3120,110,307,10
100654,2005,3120,118,319,13
100654,2006,3120,123,319,12
100654,2007,3432,126,311,9
100654,2008,3432,132,309,7
100654,2009,3948,122,311,24
100654,2010,4872,138,276,15
100663,1991,2050,712,709,600
100663,1992,2238,812,786,576
100663,1993,2358,910,802,613
100663,1994,2511,887,721,605
100663,1995,2604,937,707,602
100663,1996,2700,1024,680,568
100663,1997,2850,1075,690,631
100663,1998,3060,1188,691,611
100663,1999,2730,1180,708,667
100663,2000,2820,1215,564,653
100663,2001,2970,1334,421,648
100663,2002,3150,1335,804,775
100663,2003,3480,1440,833,781
100663,2004,3840,1571,810,846
100663,2005,3960,1604,824,875
100663,2006,3960,1707,824,905
100663,2007,3384,1824,852,835
100663,2008,3792,2213,849,790
100663,2009,4224,2223,832,932
100663,2010,5806,2338,861,921
100751,1991,1936,237,818,2174
100751,1992,2068,237,773,2075
100751,1993,2172,257,762,2148
100751,1994,2260,280,766,2130
100751,1995,2374,294,770,2133
100751,1996,2470,295,738,1777
100751,1997,2594,306,750,2111
100751,1998,2684,320,781,2088
100751,1999,2872,341,795,2216
100751,2000,3014,357,787,2357
100751,2001,3292,380,779,2047
100751,2002,3556,372,794,2230
100751,2003,4134,392,810,2584
100751,2004,4630,404,800,2873
100751,2005,4864,449,813,3048
100751,2006,5278,496,850,3609
100751,2007,5700,565,904,3890
100751,2008,6400,629,1067,4280
100751,2009,7000,658,1106,4221
100751,2010,7900,760,1175,4332
100858,1991,1596,306,1128,2704
100858,1992,1755,304,1098,2864
100858,1993,1950,321,1109,2703
100858,1994,2100,339,1172,2828
100858,1995,2250,368,1131,3175
100858,1996,2355,372,1145,2985
100858,1997,2565,376,1145,2879
100858,1998,2760,393,1139,3278
100858,1999,2895,425,1146,3253
100858,2000,3050,488,1130,3459
100858,2001,3260,506,1115,3258
100858,2002,3650,481,1142,3596
100858,2003,4230,526,1171,3174
100858,2004,4610,552,1177,3032
100858,2005,4800,573,1176,3543
100858,2006,5000,580,1139,3328
100858,2007,5250,642,1132,3414
100858,2008,5880,703,1176,3493
100858,2009,6240,722,1184,3363
100858,2010,7008,717,1196,3523
101435,1991,6400,9,44,158
101435,1992,7140,10,43,135
101435,1993,7540,9,44,107
101435,1994,8180,9,44,154
101435,1995,8645,10,41,146
101435,1996,10140,12,43,140
101435,1997,10600,9,43,177
101435,1998,11010,10,44,158
101435,1999,10500,11,47,144
101435,2000,11000,12,44,134
101435,2001,11500,12,42,128
101435,2002,13800,12,41,146
101435,2003,14560,13,32,171
101435,2004,15250,13,32,160
101435,2005,15250,13,33,159
101435,2006,15990,14,34,172
101435,2007,17570,16,42,201
101435,2008,19320,17,44,196
101435,2009,19990,19,45,169
101435,2010,18512,18,47,184
101480,1991,1420,44,274,829
101480,1992,1550,44,274,847
101480,1993,1680,44,272,648
101480,1994,1790,48,272,600
101480,1995,1840,51,268,618
101480,1996,1940,52,255,613
101480,1997,2040,53,261,582
101480,1998,2140,54,262,573
101480,1999,2440,59,262,592
101480,2000,2640,64,263,587
101480,2001,2940,68,265,569
101480,2002,3240,73,289,748
101480,2003,3540,78,294,686
101480,2004,4040,79,300,657
101480,2005,4040,88,305,673
101480,2006,4056,94,319,631
101480,2007,4056,102,321,633
101480,2008,4560,106,322,693
101480,2009,5970,107,322,649
101480,2010,6780,111,326,755
101675,1991,3760,6,33,0
101675,1992,3800,7,34,2
101675,1993,3800,7,33,2
101675,1994,4000,9,40,NA
101675,1995,4350,10,41,0
101675,1996,4500,11,43,0
101675,1997,4500,13,45,0
101675,1998,4500,15,47,2
101675,1999,4280,16,59,1
101675,2000,4408,18,62,0
101675,2001,4408,19,66,4
101675,2002,4628,21,87,1
101675,2003,5090,20,111,0
101675,2004,5250,17,89,2
101675,2005,5408,18,92,1
101675,2006,5950,19,93,3
101675,2007,6545,23,94,10
101675,2008,7396,22,102,7
101675,2009,8506,24,102,3
101675,2010,9186,25,97,2
101879,1991,1296,28,190,664
101879,1992,1460,30,196,490
101879,1993,1586,33,200,567
101879,1994,1724,34,212,617
101879,1995,1910,37,197,638
101879,1996,1998,37,200,650
101879,1997,2166,38,193,648
101879,1998,2256,41,181,648
101879,1999,2232,43,203,650
101879,2000,2328,46,199,677
101879,2001,2544,48,196,636
101879,2002,2784,47,198,586
101879,2003,3048,50,199,597
101879,2004,3336,52,200,668
101879,2005,3432,58,208,678
101879,2006,3528,64,222,622
101879,2007,3288,72,231,654
101879,2008,4590,83,242,639
101879,2009,4008,83,236,775
101879,2010,4440,83,238,744
102049,1991,6540,48,188,536
102049,1992,7064,52,203,621
102049,1993,7770,58,215,648
102049,1994,8236,60,218,556
102049,1995,8648,61,233,617
102049,1996,9070,86,236,606
102049,1997,9432,76,240,708
102049,1998,9904,72,245,594
102049,1999,10300,73,243,627
102049,2000,10738,78,250,607
102049,2001,11490,78,257,597
102049,2002,12294,85,260,618
102049,2003,13154,86,264,615
102049,2004,13944,92,267,621
102049,2005,14642,98,278,634
102049,2006,16000,108,280,591
102049,2007,17920,121,280,651
102049,2008,19300,117,290,616
102049,2009,20200,121,282,670
102049,2010,21722,123,294,616
102094,1991,2103,266,430,1030
102094,1992,2295,290,418,978
102094,1993,2295,350,434,898
102094,1994,2397,360,429,943
102094,1995,2541,367,447,985
102094,1996,2538,373,442,883
102094,1997,2673,394,432,903
102094,1998,2673,416,435,799
102094,1999,2670,409,442,668
102094,2000,2670,452,436,810
102094,2001,2910,449,430,850
102094,2002,3090,477,441,777
102094,2003,3390,496,475,851
102094,2004,3810,436,483,882
102094,2005,3810,450,499,836
102094,2006,3810,469,516,941
102094,2007,4020,493,527,991
102094,2008,4410,548,530,1055
102094,2009,4860,562,503,1146
102094,2010,5448,573,514,1074
102234,1991,10149,18,64,229
102234,1992,10763,18,57,255
102234,1993,11425,19,55,205
102234,1994,12123,19,63,184
102234,1995,12489,20,61,198
102234,1996,13140,21,61,176
102234,1997,13890,17,60,221
102234,1998,14620,20,64,210
102234,1999,14390,20,65,241
102234,2000,15254,22,66,244
102234,2001,16170,23,68,190
102234,2002,16980,24,68,241
102234,2003,17830,25,67,225
102234,2004,18722,26,69,222
102234,2005,19658,28,72,200
102234,2006,20650,32,77,238
102234,2007,21686,34,80,289
102234,2008,22770,37,82,234
102234,2009,23910,39,82,248
102234,2010,25110,36,78,268
102368,1991,1470,36,182,641
102368,1992,1617,39,188,742
102368,1993,1771,52,204,731
102368,1994,1920,58,220,782
102368,1995,2007,59,216,711
102368,1996,2175,52,221,658
102368,1997,2250,53,218,612
102368,1998,2490,56,167,501
102368,1999,2660,78,169,571
102368,2000,2850,83,217,568
102368,2001,3020,88,265,666
102368,2002,3220,90,307,810
102368,2003,3530,104,314,757
102368,2004,3850,116,316,866
102368,2005,4004,169,443,834
102368,2006,4004,181,444,930
102368,2007,4164,201,440,958
102368,2008,4248,218,449,988
102368,2009,4632,242,490,988
102368,2010,5184,255,577,949
102377,1991,6250,60,249,2
102377,1992,6535,65,251,0
102377,1993,6734,73,254,0
102377,1994,7070,76,262,0
102377,1995,7424,73,274,0
102377,1996,8020,72,256,1
102377,1997,8662,68,227,0
102377,1998,9060,84,231,0
102377,1999,9500,79,231,0
102377,2000,9928,86,233,0
102377,2001,10326,90,236,0
102377,2002,10584,92,271,0
102377,2003,11060,101,261,0
102377,2004,11290,101,215,3
102377,2005,11690,102,232,2
102377,2006,12400,102,275,2
102377,2007,13520,104,291,2
102377,2008,14740,109,269,1
102377,2009,15630,115,273,2
102377,2010,16100,119,281,0
104151,1991,1528,473,1514,1864
104151,1992,1590,473,1556,2149
104151,1993,1844,441,1383,2489
104151,1994,1894,463,1419,2771
104151,1995,1950,500,1499,2893
104151,1996,2009,555,1487,2963
104151,1997,2058,561,1530,3683
104151,1998,2158,620,1569,3471
104151,1999,2188,645,1554,3845
104151,2000,2272,672,1561,4179
104151,2001,2412,725,1568,4379
104151,2002,2508,724,1573,4323
104151,2003,3508,754,1565,4801
104151,2004,3973,836,1637,5111
104151,2005,4311,941,1693,5361
104151,2006,4591,1032,1660,5722
104151,2007,4821,1105,1715,4900
104151,2008,5409,1467,2392,4273
104151,2009,5997,1465,2371,4270
104151,2010,7793,1522,2416,3773
104179,1991,1528,653,1537,2959
104179,1992,1528,659,1513,2847
104179,1993,1778,697,1349,3124
104179,1994,1894,757,1354,3180
104179,1995,1884,756,1360,3116
104179,1996,2009,757,1386,2899
104179,1997,2058,788,1370,3213
104179,1998,2158,823,1352,3725
104179,1999,0,874,1348,3721
104179,2000,0,931,1364,3984
104179,2001,0,982,1380,4087
104179,2002,0,978,1375,3946
104179,2003,3508,1048,1362,3980
104179,2004,3998,1133,1364,3704
104179,2005,4394,1190,1538,3970
104179,2006,4594,1262,1578,3794
104179,2007,4824,1323,1590,4152
104179,2008,5274,1416,1593,4133
104179,2009,6540,1446,1546,4241
104179,2010,7614,1466,1527,3962
105330,1991,1528,148,623,1470
105330,1992,1528,155,608,1645
105330,1993,1844,162,608,1537
105330,1994,1894,176,645,1365
105330,1995,1950,192,673,1612
105330,1996,2009,205,637,1867
105330,1997,2058,219,650,1676
105330,1998,2160,234,654,1695
105330,1999,2188,240,661,1772
105330,2000,2272,248,684,1870
105330,2001,2412,260,708,1769
105330,2002,2507,267,698,1718
105330,2003,3508,269,711,1670
105330,2004,3983,279,710,1769
105330,2005,4223,287,723,1622
105330,2006,4376,321,751,1931
105330,2007,4594,341,767,2166
105330,2008,5144,369,802,2437
105330,2009,6092,368,804,2390
105330,2010,5431,369,825,2486
106245,1991,1806,66,413,729
106245,1992,1902,74,387,781
106245,1993,2098,85,398,613
106245,1994,2302,83,386,456
106245,1995,2368,91,367,456
106245,1996,2538,94,351,437
106245,1997,2538,99,362,503
106245,1998,2616,100,369,506
106245,1999,2424,104,371,466
106245,2000,2544,111,407,424
106245,2001,2664,118,444,392
106245,2002,2850,135,449,419
106245,2003,3024,125,488,373
106245,2004,3216,129,496,410
106245,2005,3384,137,513,403
106245,2006,3552,147,505,334
106245,2007,4612,162,474,449
106245,2008,4890,165,513,345
106245,2009,5040,172,542,367
106245,2010,5228,183,507,370
106342,1991,7040,11,47,109
106342,1992,7603,11,43,118
106342,1993,8060,12,42,159
106342,1994,8850,14,43,124
106342,1995,8990,14,45,152
106342,1996,9490,15,41,113
106342,1997,10100,15,42,110
106342,1998,10526,12,44,96
106342,1999,10272,11,42,119
106342,2000,10580,12,41,113
106342,2001,11000,13,41,116
106342,2002,11540,14,42,100
106342,2003,11990,14,44,102
106342,2004,12710,15,44,114
106342,2005,13475,15,44,100
106342,2006,14420,16,43,106
106342,2007,15466,16,44,117
106342,2008,18500,17,44,83
106342,2009,19424,17,41,181
106342,2010,21100,16,43,154
106397,1991,1732,223,771,1989
106397,1992,1838,235,790,2047
106397,1993,1946,258,806,1753
106397,1994,1994,250,795,1879
106397,1995,2130,262,808,1863
106397,1996,2639,273,770,1784
106397,1997,2896,295,828,1770
106397,1998,3119,304,810,2085
106397,1999,2800,328,796,1791
106397,2000,2968,358,796,1848
106397,2001,3116,405,797,1877
106397,2002,3573,418,791,1792
106397,2003,3810,452,792,1942
106397,2004,4115,447,797,2053
106397,2005,4361,474,905,2224
106397,2006,4590,522,922,2318
106397,2007,4772,538,874,2421
106397,2008,5010,586,908,2487
106397,2009,5010,613,908,2409
106397,2010,5211,634,952,3079
106412,1991,1451,34,165,67
106412,1992,1451,30,167,57
106412,1993,1584,33,192,40
106412,1994,1686,36,188,38
106412,1995,1788,38,185,15
106412,1996,1860,40,183,7
106412,1997,2046,41,176,12
106412,1998,2082,43,175,13
106412,1999,2058,47,173,8
106412,2000,2400,51,172,11
106412,2001,2490,62,171,7
106412,2002,2664,56,168,10
106412,2003,2820,58,167,11
106412,2004,3000,60,168,10
106412,2005,3150,63,164,13
106412,2006,3300,69,160,7
106412,2007,3300,66,164,8
106412,2008,3450,68,167,11
106412,2009,3540,71,173,14
106412,2010,3750,73,171,9
106458,1991,1420,68,403,1225
106458,1992,1610,75,410,1259
106458,1993,1810,83,393,1272
106458,1994,1930,78,394,1252
106458,1995,1950,81,404,1213
106458,1996,1970,87,405,1320
106458,1997,2280,93,435,1399
106458,1998,2804,99,422,1393
106458,1999,2352,108,422,1347
106458,2000,2520,118,425,1301
106458,2001,3360,125,429,1325
106458,2002,3570,131,432,1254
106458,2003,3750,127,446,1111
106458,2004,4035,134,454,907
106458,2005,4260,141,447,1068
106458,2006,4470,145,485,1232
106458,2007,4620,154,490,1203
106458,2008,4890,163,461,1037
106458,2009,4890,178,482,987
106458,2010,5100,182,482,1152
106467,1991,1460,26,176,728
106467,1992,1560,28,180,773
106467,1993,1710,31,180,800
106467,1994,1800,33,181,766
106467,1995,1910,34,181,705
106467,1996,1992,35,185,619
106467,1997,2126,35,187,664
106467,1998,2288,37,186,754
106467,1999,2352,40,192,966
106467,2000,2588,47,201,1030
106467,2001,2796,50,210,1086
106467,2002,3076,51,209,1058
106467,2003,3312,52,229,1312
106467,2004,3696,60,240,1226
106467,2005,3432,64,252,1265
106467,2006,3576,74,265,1209
106467,2007,3672,79,277,1300
106467,2008,3864,87,290,1272
106467,2009,4008,88,294,1517
106467,2010,4080,97,290,1383
106485,1991,1500,15,107,387
106485,1992,1500,18,116,459
106485,1993,1500,18,117,399
106485,1994,1704,19,117,393
106485,1995,1786,19,118,387
106485,1996,1906,20,112,373
106485,1997,2145,19,107,486
106485,1998,2330,21,114,423
106485,1999,2100,22,113,465
106485,2000,2250,24,113,447
106485,2001,2370,26,114,465
106485,2002,2490,24,119,440
106485,2003,2700,24,152,432
106485,2004,2850,31,134,394
106485,2005,3000,32,145,373
106485,2006,3150,33,150,407
106485,2007,3240,35,149,413
106485,2008,3420,38,146,457
106485,2009,3510,38,148,440
106485,2010,3600,40,151,374
106704,1991,1370,50,325,1538
106704,1992,1546,58,337,1535
106704,1993,1730,65,340,1388
106704,1994,2000,71,356,1170
106704,1995,2010,76,356,1218
106704,1996,2392,84,367,1211
106704,1997,2692,76,377,1335
106704,1998,3038,80,370,1302
106704,1999,2758,84,376,1413
106704,2000,2856,94,391,1286
106704,2001,3060,95,407,1229
106704,2002,3312,105,413,1331
106704,2003,3770,98,462,1741
106704,2004,4060,112,450,1656
106704,2005,4500,120,478,1641
106704,2006,4695,143,514,1532
106704,2007,4830,160,510,1247
106704,2008,5100,166,510,1435
106704,2009,5205,173,512,1221
106704,2010,5235,174,515,1194
107044,1991,5205,38,163,600
107044,1992,5460,41,167,688
107044,1993,5790,42,179,696
107044,1994,6112,45,179,711
107044,1995,6420,49,173,696
107044,1996,6825,53,178,753
107044,1997,7230,47,179,707
107044,1998,7530,51,182,793
107044,1999,7755,54,178,814
107044,2000,8175,57,185,849
107044,2001,8730,62,193,851
107044,2002,9180,67,194,879
107044,2003,9720,67,200,859
107044,2004,10380,70,211,855
107044,2005,10800,74,223,837
107044,2006,11250,80,231,783
107044,2007,11940,86,249,833
107044,2008,12690,92,251,870
107044,2009,13140,96,259,788
107044,2010,13590,97,263,848
107080,1991,7150,15,65,257
107080,1992,7710,15,66,299
107080,1993,8410,16,65,242
107080,1994,8928,17,67,271
107080,1995,9325,18,68,248
107080,1996,9750,18,69,264
107080,1997,10280,19,71,275
107080,1998,10835,20,67,239
107080,1999,11440,22,71,271
107080,2000,12340,24,75,254
107080,2001,13071,27,79,191
107080,2002,14900,27,81,216
107080,2003,15630,30,81,183
107080,2004,16510,29,83,223
107080,2005,19508,31,85,236
107080,2006,20679,33,90,324
107080,2007,22125,31,90,305
107080,2008,23570,40,103,351
107080,2009,28713,44,109,315
107080,2010,30410,42,109,283
107141,1991,5390,12,57,180
107141,1992,5930,13,58,154
107141,1993,6390,13,60,213
107141,1994,7086,15,65,230
107141,1995,7650,17,64,210
107141,1996,8308,18,62,240
107141,1997,9120,16,62,199
107141,1998,9802,17,65,209
107141,1999,10232,18,71,225
107141,2000,11022,20,73,229
107141,2001,11892,22,75,202
107141,2002,12464,24,73,251
107141,2003,13076,27,80,227
107141,2004,13724,29,80,240
107141,2005,14544,31,83,227
107141,2006,15412,32,80,279
107141,2007,16396,36,79,303
107141,2008,17256,37,81,250
107141,2009,18032,37,82,250
107141,2010,18844,39,83,265
107512,1991,5370,13,86,312
107512,1992,5800,13,91,264
107512,1993,6230,14,97,404
107512,1994,6630,16,94,388
107512,1995,7070,18,104,351
107512,1996,7650,18,98,433
107512,1997,8090,25,108,359
107512,1998,8550,26,108,336
107512,1999,8850,21,103,405
107512,2000,9800,29,106,404
107512,2001,11800,33,109,371
107512,2002,11800,36,117,360
107512,2003,12013,28,113,308
107512,2004,13023,29,108,338
107512,2005,14218,31,114,327
107512,2006,15235,31,119,322
107512,2007,16158,34,115,334
107512,2008,17058,34,112,347
107512,2009,18038,34,113,326
107512,2010,18805,36,107,401
107558,1991,3520,8,40,83
107558,1992,4220,8,40,109
107558,1993,4920,8,43,144
107558,1994,5740,9,40,134
107558,1995,6540,10,36,110
107558,1996,7140,10,33,93
107558,1997,7390,7,31,136
107558,1998,7990,8,31,102
107558,1999,8290,9,33,119
107558,2000,8830,10,37,141
107558,2001,9348,12,41,151
107558,2002,10282,13,43,156
107558,2003,11520,15,44,145
107558,2004,12902,15,43,106
107558,2005,13740,14,44,117
107558,2006,14470,15,44,109
107558,2007,15630,16,46,132
107558,2008,16730,17,48,152
107558,2009,18300,17,47,110
107558,2010,19930,18,49,152
110097,1991,9902,36,121,296
110097,1992,10756,37,131,331
110097,1993,11388,42,126,301
110097,1994,11954,43,124,285
110097,1995,12652,44,121,299
110097,1996,13408,47,125,309
110097,1997,14286,41,133,338
110097,1998,15214,45,130,368
110097,1999,15914,49,143,426
110097,2000,16630,51,149,498
110097,2001,17410,55,155,514
110097,2002,18456,64,162,525
110097,2003,19564,74,174,553
110097,2004,20932,80,175,494
110097,2005,22602,89,184,467
110097,2006,23782,98,198,553
110097,2007,24998,106,205,536
110097,2008,26424,117,212,563
110097,2009,27744,119,218,489
110097,2010,28852,120,226,498
110404,1991,14230,1334,253,126
110404,1992,15080,1357,247,132
110404,1993,16030,1325,257,117
110404,1994,16695,1288,249,125
110404,1995,17370,1311,260,145
110404,1996,18000,1322,266,140
110404,1997,18736,1663,258,127
110404,1998,19166,345,256,153
110404,1999,19260,1720,252,150
110404,2000,19743,1671,280,110
110404,2001,20904,1817,308,109
110404,2002,21903,1898,301,148
110404,2003,23901,1899,310,89
110404,2004,25335,2098,309,115
110404,2005,27309,2135,311,105
110404,2006,28515,2094,324,79
110404,2007,29940,2287,320,97
110404,2008,31437,2349,322,93
110404,2009,33324,2470,312,92
110404,2010,34989,2299,316,78
110422,1991,936,156,760,868
110422,1992,1616,162,681,713
110422,1993,1674,157,670,948
110422,1994,1853,154,673,1322
110422,1995,1891,161,676,1492
110422,1996,1935,165,676,1769
110422,1997,2228,176,691,1243
110422,1998,2204,180,683,1505
110422,1999,0,189,695,1169
110422,2000,0,267,692,1973
110422,2001,0,281,690,2041
110422,2002,0,225,719,1748
110422,2003,0,235,698,1920
110422,2004,0,236,653,1962
110422,2005,0,232,678,2270
110422,2006,0,272,704,2457
110422,2007,0,276,735,2860
110422,2008,0,305,761,2298
110422,2009,0,314,775,2461
110422,2010,0,318,726,2245
110486,1991,936,42,218,143
110486,1992,1444,44,202,117
110486,1993,1674,44,206,99
110486,1994,1853,49,208,122
110486,1995,1891,49,209,132
110486,1996,1935,50,212,150
110486,1997,1951,53,203,169
110486,1998,1873,56,219,168
110486,1999,0,63,223,191
110486,2000,0,77,243,212
110486,2001,0,90,264,210
110486,2002,0,79,283,220
110486,2003,0,86,307,237
110486,2004,0,88,301,251
110486,2005,0,90,303,209
110486,2006,0,96,301,216
110486,2007,0,105,293,208
110486,2008,0,114,268,142
110486,2009,0,112,253,158
110486,2010,0,109,241,158
110495,1991,936,43,201,130
110495,1992,1434,43,189,133
110495,1993,1674,45,215,194
110495,1994,1853,46,218,178
110495,1995,1891,54,235,167
110495,1996,1935,55,239,172
110495,1997,1915,58,238,191
110495,1998,1830,61,237,211
110495,1999,0,68,245,222
110495,2000,0,76,253,223
110495,2001,0,92,262,225
110495,2002,0,82,273,232
110495,2003,0,91,282,232
110495,2004,0,91,264,288
110495,2005,0,89,284,288
110495,2006,0,98,291,324
110495,2007,0,101,309,347
110495,2008,0,123,311,338
110495,2009,0,125,289,258
110495,2010,0,115,265,265
110510,1991,936,70,415,387
110510,1992,1443,77,399,321
110510,1993,1674,82,397,277
110510,1994,1853,89,393,256
110510,1995,1891,93,406,280
110510,1996,1935,92,416,324
110510,1997,1889,96,416,315
110510,1998,1779,110,421,390
110510,1999,0,150,440,342
110510,2000,0,141,451,373
110510,2001,0,168,463,387
110510,2002,0,149,488,323
110510,2003,0,167,479,386
110510,2004,0,170,447,351
110510,2005,0,158,444,393
110510,2006,0,179,462,405
110510,2007,0,196,468,334
110510,2008,0,218,470,390
110510,2009,0,231,452,304
110510,2010,0,223,433,263
110529,1991,936,131,662,470
110529,1992,1384,134,629,373
110529,1993,1674,133,610,383
110529,1994,1853,134,610,368
110529,1995,1891,147,612,374
110529,1996,1935,147,595,393
110529,1997,1903,159,581,466
110529,1998,1855,167,571,516
110529,1999,0,159,585,599
110529,2000,0,222,595,578
110529,2001,0,252,606,535
110529,2002,0,221,609,651
110529,2003,0,216,596,693
110529,2004,0,270,549,588
110529,2005,0,229,559,773
110529,2006,0,250,563,769
110529,2007,0,249,594,770
110529,2008,0,275,570,680
110529,2009,0,287,562,714
110529,2010,0,268,504,458
110538,1991,936,126,639,1009
110538,1992,1452,126,587,1018
110538,1993,1674,128,574,899
110538,1994,1853,123,557,890
110538,1995,1891,131,545,940
110538,1996,1935,129,541,1018
110538,1997,2076,136,536,1125
110538,1998,2026,143,552,1263
110538,1999,0,150,571,1398
110538,2000,0,203,579,1336
110538,2001,0,230,587,1444
110538,2002,0,173,572,1353
110538,2003,0,179,525,1385
110538,2004,0,179,498,1485
110538,2005,0,182,506,1452
110538,2006,0,182,530,1597
110538,2007,0,193,559,1765
110538,2008,0,214,565,1821
110538,2009,0,218,531,1488
110538,2010,0,205,500,1015
110547,1991,936,68,285,50
110547,1992,1399,67,277,53
110547,1993,1674,70,268,46
110547,1994,1853,70,271,45
110547,1995,1891,78,265,23
110547,1996,1935,82,276,14
110547,1997,1791,84,265,27
110547,1998,1748,89,277,20
110547,1999,0,96,294,24
110547,2000,0,118,290,25
110547,2001,0,125,287,25
110547,2002,0,110,295,30
110547,2003,0,121,310,25
110547,2004,0,123,288,36
110547,2005,0,122,270,34
110547,2006,0,124,268,41
110547,2007,0,131,292,38
110547,2008,0,142,282,35
110547,2009,0,149,293,34
110547,2010,0,141,279,41
110556,1991,936,144,734,711
110556,1992,1446,151,643,666
110556,1993,1674,148,649,522
110556,1994,1853,147,650,480
110556,1995,1891,155,637,537
110556,1996,1935,154,630,469
110556,1997,1802,163,637,486
110556,1998,1754,171,625,488
110556,1999,0,176,646,573
110556,2000,0,262,646,629
110556,2001,0,278,646,704
110556,2002,0,225,677,825
110556,2003,0,237,648,915
110556,2004,0,234,601,839
110556,2005,0,219,636,785
110556,2006,0,259,664,843
110556,2007,0,207,704,797
110556,2008,0,284,703,847
110556,2009,0,285,653,780
110556,2010,0,287,642,667
110565,1991,936,136,686,714
110565,1992,1480,141,645,562
110565,1993,1674,137,623,431
110565,1994,1853,141,613,419
110565,1995,1891,154,612,556
110565,1996,1935,149,618,610
110565,1997,1936,172,602,625
110565,1998,1858,177,621,636
110565,1999,0,234,646,758
110565,2000,0,248,690,843
110565,2001,0,288,735,846
110565,2002,0,302,776,1076
110565,2003,0,280,755,1018
110565,2004,0,287,719,1117
110565,2005,0,271,757,1127
110565,2006,0,302,826,1045
110565,2007,0,341,894,1078
110565,2008,0,387,879,1275
110565,2009,0,377,866,1034
110565,2010,0,368,848,975
110574,1991,936,89,435,217
110574,1992,1423,91,388,135
110574,1993,1674,91,383,134
110574,1994,1853,96,382,144
110574,1995,1891,105,381,119
110574,1996,1935,106,384,129
110574,1997,1812,113,352,128
110574,1998,1746,119,350,159
110574,1999,0,125,355,147
110574,2000,0,146,353,156
110574,2001,0,175,351,131
110574,2002,0,153,336,164
110574,2003,0,158,330,140
110574,2004,0,152,312,159
110574,2005,0,142,322,138
110574,2006,0,158,334,126
110574,2007,0,171,350,124
110574,2008,0,187,372,188
110574,2009,0,201,354,187
110574,2010,0,179,327,165
110583,1991,936,196,861,791
110583,1992,1425,191,793,497
110583,1993,1674,189,780,439
110583,1994,1853,188,759,483
110583,1995,1891,200,773,515
110583,1996,1935,208,775,641
110583,1997,1844,213,779,706
110583,1998,1766,227,782,809
110583,1999,0,244,815,1068
110583,2000,0,328,869,1078
110583,2001,0,376,924,1474
110583,2002,0,288,947,1064
110583,2003,0,312,964,1233
110583,2004,0,314,918,1000
110583,2005,0,313,968,1348
110583,2006,0,353,987,1307
110583,2007,0,363,1030,1135
110583,2008,0,397,1012,1324
110583,2009,0,412,1001,779
110583,2010,0,388,953,808
110592,1991,936,142,616,75
110592,1992,1427,139,550,47
110592,1993,1674,133,579,33
110592,1994,1853,135,567,72
110592,1995,1891,142,565,62
110592,1996,1935,146,555,66
110592,1997,1758,145,573,64
110592,1998,1679,158,569,80
110592,1999,0,176,592,86
110592,2000,0,207,586,75
110592,2001,0,231,581,70
110592,2002,0,207,599,97
110592,2003,0,216,600,83
110592,2004,0,215,558,61
110592,2005,0,209,581,60
110592,2006,0,219,565,76
110592,2007,0,231,566,65
110592,2008,0,240,579,67
110592,2009,0,259,579,81
110592,2010,0,228,556,80
110617,1991,936,159,808,678
110617,1992,1460,160,726,418
110617,1993,1674,163,721,496
110617,1994,1853,167,711,496
110617,1995,1891,177,717,473
110617,1996,1935,173,720,524
110617,1997,1982,194,713,505
110617,1998,1934,197,706,589
110617,1999,0,215,731,704
110617,2000,0,293,728,741
110617,2001,0,321,725,891
110617,2002,0,272,801,944
110617,2003,0,289,811,941
110617,2004,0,295,800,884
110617,2005,0,294,765,911
110617,2006,0,288,786,901
110617,2007,0,310,783,682
110617,2008,0,334,779,869
110617,2009,0,346,776,906
110617,2010,0,340,723,783
113698,1991,10390,11,42,44
113698,1992,11280,14,42,44
113698,1993,12180,14,40,49
113698,1994,NA,17,42,43
113698,1995,13890,18,46,49
113698,1996,14670,20,39,31
113698,1997,15424,19,44,38
113698,1998,16160,20,49,45
113698,1999,16512,19,43,67
113698,2000,17256,20,48,58
113698,2001,18648,23,54,59
113698,2002,20320,26,58,78
113698,2003,22250,28,72,88
113698,2004,24254,29,65,109
113698,2005,25950,30,67,82
113698,2006,27770,32,78,99
113698,2007,30270,39,73,100
113698,2008,32090,42,79,71
113698,2009,33540,43,81,98
113698,2010,35220,48,83,91
115755,1991,936,72,342,649
115755,1992,1467,75,324,560
115755,1993,1674,76,301,390
115755,1994,1853,72,314,548
115755,1995,1891,78,311,644
115755,1996,1935,80,315,529
115755,1997,1923,86,309,481
115755,1998,1905,89,319,477
115755,1999,0,93,317,511
115755,2000,0,121,313,535
115755,2001,0,128,309,461
115755,2002,0,106,303,499
115755,2003,0,111,288,506
115755,2004,0,114,288,426
115755,2005,0,115,289,433
115755,2006,0,114,299,485
115755,2007,0,123,284,472
115755,2008,0,125,279,555
115755,2009,0,136,272,741
115755,2010,0,136,250,644
119173,1991,9950,18,54,29
